condition,replicate,generation,shannon_diversity,richness,dominant_fraction,top3_fraction,vacancies
KtW_ON,0,274,1.9805977455177262,8,0.1673469387755102,0.4797959183673469,538
KtW_ON,0,275,1.9835443839238214,8,0.16612244897959183,0.47877551020408166,534
KtW_ON,0,276,1.9860345351465667,8,0.16408163265306122,0.4785714285714286,525
KtW_ON,0,277,1.9864927222778868,8,0.16285714285714287,0.4793877551020408,521
KtW_ON,0,278,1.9869948189190247,8,0.16306122448979593,0.47877551020408166,532
KtW_ON,0,279,1.9848440510617051,8,0.16224489795918368,0.4793877551020408,525
KtW_ON,0,280,1.9800142953426456,8,0.16489795918367348,0.48428571428571426,515
KtW_ON,0,281,1.9808178408113835,8,0.16591836734693877,0.47775510204081634,553
KtW_ON,0,282,1.979606887307864,8,0.16591836734693877,0.47775510204081634,554
KtW_ON,0,283,1.9749745207569,8,0.16612244897959183,0.483265306122449,541
KtW_ON,0,284,1.9742711652554088,8,0.16653061224489796,0.48387755102040814,544
KtW_ON,0,285,1.9748224943309687,8,0.1657142857142857,0.48489795918367345,516
KtW_ON,0,286,1.9742409770771356,8,0.16428571428571428,0.4889795918367347,518
KtW_ON,0,287,1.972985479525527,8,0.16653061224489796,0.4851020408163265,560
KtW_ON,0,288,1.9740532820326553,8,0.16387755102040816,0.4853061224489796,537
KtW_ON,0,289,1.975239548151864,8,0.1620408163265306,0.48346938775510206,550
KtW_ON,0,290,1.9749330142026553,8,0.16183673469387755,0.48081632653061224,563
KtW_ON,0,291,1.9736063565215347,8,0.16387755102040816,0.4826530612244898,554
KtW_ON,0,292,1.9730527422232151,8,0.1636734693877551,0.48428571428571426,546
KtW_ON,0,293,1.971474884312808,8,0.16326530612244897,0.4840816326530612,543
KtW_ON,0,294,1.9668018147153425,8,0.16448979591836735,0.4826530612244898,563
KtW_ON,0,295,1.967711747683408,8,0.16489795918367348,0.4804081632653061,544
KtW_ON,0,296,1.9690983619004143,8,0.16693877551020408,0.4804081632653061,546
KtW_ON,0,297,1.9697466722930326,8,0.16693877551020408,0.4810204081632653,549
KtW_ON,0,298,1.968159239988531,8,0.1683673469387755,0.48244897959183675,544
KtW_ON,0,299,1.9699607110329673,8,0.16591836734693877,0.48183673469387756,531
KtW_ON,0,300,1.971516742372274,8,0.16775510204081634,0.48,531
KtW_ON,0,301,1.9712622619301388,8,0.16510204081632654,0.4816326530612245,514
KtW_ON,0,302,1.9698200202348006,8,0.16510204081632654,0.48653061224489796,505
KtW_ON,0,303,1.9693228707926154,8,0.16714285714285715,0.48306122448979594,528
KtW_ON,0,304,1.969682956559339,8,0.1646938775510204,0.47714285714285715,567
KtW_ON,0,305,1.9646580178775257,8,0.1663265306122449,0.4822448979591837,550
KtW_ON,0,306,1.967847207149338,8,0.16795918367346938,0.4822448979591837,527
KtW_ON,0,307,1.9689906543874327,8,0.16714285714285715,0.4828571428571429,536
KtW_ON,0,308,1.968338004892491,8,0.1646938775510204,0.48183673469387756,549
KtW_ON,0,309,1.9684268636452076,8,0.16551020408163264,0.4828571428571429,548
KtW_ON,0,310,1.9672720742980816,8,0.16591836734693877,0.4851020408163265,531
KtW_ON,0,311,1.9652511324269604,8,0.16510204081632654,0.4853061224489796,528
KtW_ON,0,312,1.9664299458880412,8,0.16510204081632654,0.4844897959183673,540
KtW_ON,0,313,1.9655178792294923,8,0.16653061224489796,0.4863265306122449,534
KtW_ON,0,314,1.9652507688019358,8,0.16795918367346938,0.4863265306122449,531
KtW_ON,0,315,1.9647169126557846,8,0.16918367346938776,0.48673469387755103,508
KtW_ON,0,316,1.9634732521845,8,0.16489795918367348,0.4846938775510204,518
KtW_ON,0,317,1.9611153785238176,8,0.1653061224489796,0.48183673469387756,524
KtW_ON,0,318,1.9635716696516616,8,0.16673469387755102,0.48020408163265305,541
KtW_ON,0,319,1.9614538380061617,8,0.16775510204081634,0.4828571428571429,546
KtW_ON,0,320,1.9627767518055264,8,0.16673469387755102,0.4791836734693877,561
KtW_ON,0,321,1.9647134981654635,8,0.16387755102040816,0.4775510204081633,537
KtW_ON,0,322,1.9617583346647947,8,0.16816326530612244,0.4810204081632653,527
KtW_ON,0,323,1.9600216256619605,8,0.16714285714285715,0.4810204081632653,545
KtW_ON,0,324,1.9573714134371192,8,0.16653061224489796,0.48142857142857143,559
KtW_ON,0,325,1.9563957302294193,8,0.16795918367346938,0.48714285714285716,534
KtW_ON,0,326,1.9572647562668684,8,0.16918367346938776,0.4863265306122449,538
KtW_ON,0,327,1.9577161306265525,8,0.16816326530612244,0.4881632653061225,534
